"ID","Call ID","着信日時","切断日時","通話秒数","着信先番号","発信元番号","シナリオID","シナリオ名","パートナーID","パートナー名","アカウントID","アカウント名","完了フラグ","★最初のガイダンス音声","”1or2”新規OR既存","”1-2”折り返しOR”SMS”","【000：着信通知】","""1-6""折り返し予約：電話番号入力","""1-7""折り返し予約：電話番号通知","""1-8""折返し時間帯選択","""1-9""：折返し時間帯通知","”1-10”：受付完了案内","【999：エラーガイダンス】","""2-1""電話番号入力","""2-2""SMS送信","”2-3”：受付完了案内","3いきなり終了"
"900187","S000DBC5B","2026-06-09 20:47:15","2026-06-09 20:48:46","91","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200187&result=OK:result=OK","07057813028","200:customer_id=200187&result=OK:result=OK","15:00～18:00","200:customer_id=200187&result=OK:result=OK","1","","","","",""
"900173","S000DBC4D","2026-06-09 20:49:19","2026-06-09 20:49:26","7","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900174","S000DBC4E","2026-06-09 20:49:44","2026-06-09 20:50:57","73","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200174&result=OK:result=OK","08087007583","200:customer_id=200174&result=OK:result=OK","10:00～12:00","200:customer_id=200174&result=OK:result=OK","1","","","","",""
"900177","S000DBC51","2026-06-09 21:25:53","2026-06-09 21:27:30","97","03-0000-0000","080-5405-3998","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200177&result=OK:result=OK","07072564926","200:customer_id=200177&result=OK:result=OK","12:00～15:00","200:customer_id=200177&result=OK:result=OK","1","","","","",""
"900189","S000DBC5D","2026-06-09 21:54:26","2026-06-09 21:55:39","73","03-0000-0000","080-4981-4444","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200189&result=OK:result=OK","09041973340","200:customer_id=200189&result=OK:result=OK","15:00～18:00","200:customer_id=200189&result=OK:result=OK","1","","","","",""
"900182","S000DBC56","2026-06-09 22:11:48","2026-06-09 22:11:55","7","03-0000-0000","090-7956-6084","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900178","S000DBC52","2026-06-09 22:20:56","2026-06-09 22:22:15","79","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200178&result=OK:result=OK","09047089534","200:customer_id=200178&result=OK:result=OK","10:00～12:00","200:customer_id=200178&result=OK:result=OK","1","","","","",""
"900180","S000DBC54","2026-06-09 23:20:56","2026-06-09 23:21:20","24","03-0000-0000","090-9144-4593","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900179","S000DBC53","2026-06-09 23:32:55","2026-06-09 23:33:28","33","03-0000-0000","080-9933-6643","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900170","S000DBC4A","2026-06-10 00:22:05","2026-06-10 00:23:02","57","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200170&result=OK:result=OK","08014112320","200:customer_id=200170&result=OK:result=OK","10:00～12:00","200:customer_id=200170&result=OK:result=OK","1","","","","",""
"900183","S000DBC57","2026-06-10 00:23:42","2026-06-10 00:24:51","69","03-0000-0000","090-8141-3759","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200183&result=OK:result=OK","09011777870","200:customer_id=200183&result=OK:result=OK","10:00～12:00","200:customer_id=200183&result=OK:result=OK","1","","","","",""
"900190","S000DBC5E","2026-06-10 05:04:39","2026-06-10 05:04:46","7","03-0000-0000","090-6548-2808","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900186","S000DBC5A","2026-06-10 05:28:02","2026-06-10 05:28:14","12","03-0000-0000","080-5769-3257","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900181","S000DBC55","2026-06-10 05:51:49","2026-06-10 05:52:57","68","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200181&result=OK:result=OK","07031403622","200:customer_id=200181&result=OK:result=OK","15:00～18:00","200:customer_id=200181&result=OK:result=OK","1","","","","",""
"900184","S000DBC58","2026-06-10 08:02:28","2026-06-10 08:02:53","25","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
"900171","S000DBC4B","2026-06-10 08:13:54","2026-06-10 08:13:55","1","03-0000-0000","080-5333-7494","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900176","S000DBC50","2026-06-10 08:41:50","2026-06-10 08:41:57","7","03-0000-0000","070-8246-8110","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900214","S000DBC76","2026-06-10 19:03:18","2026-06-10 19:04:25","67","03-0000-0000","080-4331-9087","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200214&result=OK:result=OK","09086853927","200:customer_id=200214&result=OK:result=OK","10:00～12:00","200:customer_id=200214&result=OK:result=OK","1","","","","",""
"900208","S000DBC70","2026-06-10 19:15:15","2026-06-10 19:15:16","1","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900201","S000DBC69","2026-06-10 19:21:41","2026-06-10 19:22:00","19","03-0000-0000","090-5814-8697","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900200","S000DBC68","2026-06-10 20:13:22","2026-06-10 20:13:50","28","03-0000-0000","090-9880-5511","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900210","S000DBC72","2026-06-10 20:26:41","2026-06-10 20:26:53","12","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900196","S000DBC64","2026-06-10 20:37:22","2026-06-10 20:38:34","72","03-0000-0000","080-6434-6046","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200196&result=OK:result=OK","09048997571","200:customer_id=200196&result=OK:result=OK","12:00～15:00","200:customer_id=200196&result=OK:result=OK","1","","","","",""
"900212","S000DBC74","2026-06-10 20:40:20","2026-06-10 20:42:05","105","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200212&result=OK:result=OK","07070985053","200:customer_id=200212&result=OK:result=OK","時間指定無し","200:customer_id=200212&result=OK:result=OK","1","","","","",""
"900199","S000DBC67","2026-06-10 21:15:37","2026-06-10 21:15:41","4","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900202","S000DBC6A","2026-06-10 22:03:25","2026-06-10 22:03:42","17","03-0000-0000","090-6749-6695","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","","","","","","","","","","","",""
"900191","S000DBC5F","2026-06-10 22:10:09","2026-06-10 22:11:08","59","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200191&result=OK:result=OK","07076884191","200:customer_id=200191&result=OK:result=OK","12:00～15:00","200:customer_id=200191&result=OK:result=OK","1","","","","",""
"900203","S000DBC6B","2026-06-10 22:14:06","2026-06-10 22:14:16","10","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900215","S000DBC77","2026-06-10 22:39:14","2026-06-10 22:39:50","36","03-0000-0000","080-5186-8795","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900204","S000DBC6C","2026-06-10 23:49:19","2026-06-10 23:49:29","10","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900197","S000DBC65","2026-06-11 00:08:36","2026-06-11 00:08:36","0","03-0000-0000","080-6248-7957","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900192","S000DBC60","2026-06-11 00:28:38","2026-06-11 00:29:06","28","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900209","S000DBC71","2026-06-11 01:05:19","2026-06-11 01:06:54","95","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200209&result=OK:result=OK","07074277495","200:customer_id=200209&result=OK:result=OK","時間指定無し","200:customer_id=200209&result=OK:result=OK","1","","","","",""
"900193","S000DBC61","2026-06-11 01:19:08","2026-06-11 01:19:24","16","03-0000-0000","090-9718-7746","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900195","S000DBC63","2026-06-11 01:23:20","2026-06-11 01:23:33","13","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900211","S000DBC73","2026-06-11 01:23:47","2026-06-11 01:24:00","13","03-0000-0000","070-7079-4393","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900198","S000DBC66","2026-06-11 01:39:31","2026-06-11 01:39:56","25","03-0000-0000","070-1921-8569","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","","","","","","","","","","","","1"
"900194","S000DBC62","2026-06-11 05:18:45","2026-06-11 05:18:47","2","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900205","S000DBC6D","2026-06-11 06:35:19","2026-06-11 06:35:37","18","03-0000-0000","090-2701-9888","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900213","S000DBC75","2026-06-11 07:05:49","2026-06-11 07:07:01","72","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200213&result=OK:result=OK","07014462535","200:customer_id=200213&result=OK:result=OK","時間指定無し","200:customer_id=200213&result=OK:result=OK","1","","","","",""
"900207","S000DBC6F","2026-06-11 07:28:59","2026-06-11 07:28:59","0","03-0000-0000","090-4897-6193","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900206","S000DBC6E","2026-06-11 07:32:32","2026-06-11 07:32:46","14","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900217","S000DBC79","2026-06-11 19:00:41","2026-06-11 19:01:12","31","03-0000-0000","090-9309-1934","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900233","S000DBC89","2026-06-11 20:25:43","2026-06-11 20:27:20","97","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200233&result=OK:result=OK","09099501095","200:customer_id=200233&result=OK:result=OK","10:00～12:00","200:customer_id=200233&result=OK:result=OK","1","","","","",""
"900221","S000DBC7D","2026-06-11 21:33:32","2026-06-11 21:33:32","0","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900219","S000DBC7B","2026-06-11 21:47:23","2026-06-11 21:48:39","76","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200219&result=OK:result=OK","09048682575","200:customer_id=200219&result=OK:result=OK","12:00～15:00","200:customer_id=200219&result=OK:result=OK","1","","","","",""
"900229","S000DBC85","2026-06-11 22:06:47","2026-06-11 22:07:50","63","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200229&result=OK:result=OK","09014623934","200:customer_id=200229&result=OK:result=OK","12:00～15:00","200:customer_id=200229&result=OK:result=OK","1","","","","",""
"900225","S000DBC81","2026-06-11 22:32:56","2026-06-11 22:34:14","78","03-0000-0000","080-6318-6623","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200225&result=OK:result=OK","07059362685","200:customer_id=200225&result=OK:result=OK","15:00～18:00","200:customer_id=200225&result=OK:result=OK","1","","","","",""
"900226","S000DBC82","2026-06-11 22:52:36","2026-06-11 22:53:12","36","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900228","S000DBC84","2026-06-11 22:57:45","2026-06-11 22:57:57","12","03-0000-0000","080-5456-6551","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900220","S000DBC7C","2026-06-11 22:59:36","2026-06-11 23:00:37","61","03-0000-0000","080-2988-1552","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200220&result=OK:result=OK","07038997408","200:customer_id=200220&result=OK:result=OK","15:00～18:00","200:customer_id=200220&result=OK:result=OK","1","","","","",""
"900216","S000DBC78","2026-06-12 00:09:27","2026-06-12 00:09:34","7","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900224","S000DBC80","2026-06-12 00:26:41","2026-06-12 00:27:59","78","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200224&result=OK:result=OK","09078618902","200:customer_id=200224&result=OK:result=OK","時間指定無し","200:customer_id=200224&result=OK:result=OK","1","","","","",""
"900218","S000DBC7A","2026-06-12 01:02:27","2026-06-12 01:03:31","64","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200218&result=OK:result=OK","09063606093","200:customer_id=200218&result=OK:result=OK","15:00～18:00","200:customer_id=200218&result=OK:result=OK","1","","","","",""
"900230","S000DBC86","2026-06-12 01:42:46","2026-06-12 01:44:36","110","03-0000-0000","080-6420-4764","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200230&result=OK:result=OK","07056374956","200:customer_id=200230&result=OK:result=OK","12:00～15:00","200:customer_id=200230&result=OK:result=OK","1","","","","",""
"900222","S000DBC7E","2026-06-12 01:59:15","2026-06-12 02:00:24","69","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200222&result=OK:result=OK","08090524457","200:customer_id=200222&result=OK:result=OK","15:00～18:00","200:customer_id=200222&result=OK:result=OK","1","","","","",""
"900227","S000DBC83","2026-06-12 06:56:24","2026-06-12 06:57:24","60","03-0000-0000","080-9464-9032","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200227&result=OK:result=OK","07087991100","200:customer_id=200227&result=OK:result=OK","15:00～18:00","200:customer_id=200227&result=OK:result=OK","1","","","","",""
"900232","S000DBC88","2026-06-12 07:46:50","2026-06-12 07:47:23","33","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","","","","","","","","","","","","1"
"900231","S000DBC87","2026-06-12 08:31:15","2026-06-12 08:31:54","39","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900223","S000DBC7F","2026-06-12 08:33:51","2026-06-12 08:35:34","103","03-0000-0000","090-6580-5137","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200223&result=OK:result=OK","09019696477","200:customer_id=200223&result=OK:result=OK","時間指定無し","200:customer_id=200223&result=OK:result=OK","1","","","","",""
"900246","S000DBC96","2026-06-12 19:12:53","2026-06-12 19:13:21","28","03-0000-0000","090-6646-5144","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900240","S000DBC90","2026-06-12 19:25:12","2026-06-12 19:25:31","19","03-0000-0000","090-2217-2838","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
"900250","S000DBC9A","2026-06-12 20:27:58","2026-06-12 20:29:04","66","03-0000-0000","070-3181-7356","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200250&result=OK:result=OK","08028386517","200:customer_id=200250&result=OK:result=OK","12:00～15:00","200:customer_id=200250&result=OK:result=OK","1","","","","",""
"900247","S000DBC97","2026-06-12 20:33:24","2026-06-12 20:34:33","69","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200247&result=OK:result=OK","07089705949","200:customer_id=200247&result=OK:result=OK","10:00～12:00","200:customer_id=200247&result=OK:result=OK","1","","","","",""
"900236","S000DBC8C","2026-06-12 20:33:58","2026-06-12 20:35:10","72","03-0000-0000","090-8331-9973","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200236&result=OK:result=OK","09035653353","200:customer_id=200236&result=OK:result=OK","15:00～18:00","200:customer_id=200236&result=OK:result=OK","1","","","","",""
"900243","S000DBC93","2026-06-12 20:49:14","2026-06-12 20:50:31","77","03-0000-0000","070-9766-4318","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200243&result=OK:result=OK","07063639033","200:customer_id=200243&result=OK:result=OK","10:00～12:00","200:customer_id=200243&result=OK:result=OK","1","","","","",""
"900234","S000DBC8A","2026-06-12 20:59:04","2026-06-12 21:00:05","61","03-0000-0000","070-5955-5006","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200234&result=OK:result=OK","08062993310","200:customer_id=200234&result=OK:result=OK","10:00～12:00","200:customer_id=200234&result=OK:result=OK","1","","","","",""
"900245","S000DBC95","2026-06-12 21:30:57","2026-06-12 21:31:15","18","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900244","S000DBC94","2026-06-12 21:37:04","2026-06-12 21:37:08","4","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900242","S000DBC92","2026-06-12 21:55:53","2026-06-12 21:56:36","43","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900253","S000DBC9D","2026-06-12 21:56:02","2026-06-12 21:57:43","101","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200253&result=OK:result=OK","08035662711","200:customer_id=200253&result=OK:result=OK","10:00～12:00","200:customer_id=200253&result=OK:result=OK","1","","","","",""
"900254","S000DBC9E","2026-06-12 22:16:13","2026-06-12 22:16:13","0","03-0000-0000","070-5793-9052","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900248","S000DBC98","2026-06-12 23:48:00","2026-06-12 23:49:23","83","03-0000-0000","070-3166-1862","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200248&result=OK:result=OK","09017301997","200:customer_id=200248&result=OK:result=OK","12:00～15:00","200:customer_id=200248&result=OK:result=OK","1","","","","",""
"900237","S000DBC8D","2026-06-13 00:22:27","2026-06-13 00:22:56","29","03-0000-0000","080-1566-9840","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
"900241","S000DBC91","2026-06-13 01:54:06","2026-06-13 01:54:46","40","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900239","S000DBC8F","2026-06-13 06:07:58","2026-06-13 06:07:58","0","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900251","S000DBC9B","2026-06-13 06:16:48","2026-06-13 06:17:05","17","03-0000-0000","080-8518-6155","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900252","S000DBC9C","2026-06-13 06:18:19","2026-06-13 06:18:23","4","03-0000-0000","090-6135-2508","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900238","S000DBC8E","2026-06-13 08:13:14","2026-06-13 08:13:50","36","03-0000-0000","070-7099-6817","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","","","","","","","","","","","","1"
"900249","S000DBC99","2026-06-13 08:36:46","2026-06-13 08:38:33","107","03-0000-0000","080-8482-5381","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200249&result=OK:result=OK","08023422750","200:customer_id=200249&result=OK:result=OK","12:00～15:00","200:customer_id=200249&result=OK:result=OK","1","","","","",""
"900235","S000DBC8B","2026-06-13 08:47:11","2026-06-13 08:48:28","77","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200235&result=OK:result=OK","08019944928","200:customer_id=200235&result=OK:result=OK","時間指定無し","200:customer_id=200235&result=OK:result=OK","1","","","","",""
"900266","S000DBCAA","2026-06-13 19:18:28","2026-06-13 19:18:30","2","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900276","S000DBCB4","2026-06-13 19:26:28","2026-06-13 19:26:39","11","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900261","S000DBCA5","2026-06-13 20:03:20","2026-06-13 20:04:51","91","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200261&result=OK:result=OK","08042508504","200:customer_id=200261&result=OK:result=OK","時間指定無し","200:customer_id=200261&result=OK:result=OK","1","","","","",""
"900274","S000DBCB2","2026-06-13 20:10:57","2026-06-13 20:11:27","30","03-0000-0000","070-4968-3223","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
"900255","S000DBC9F","2026-06-13 20:14:54","2026-06-13 20:15:55","61","03-0000-0000","090-1116-7665","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200255&result=OK:result=OK","07017677634","200:customer_id=200255&result=OK:result=OK","15:00～18:00","200:customer_id=200255&result=OK:result=OK","1","","","","",""
"900277","S000DBCB5","2026-06-13 20:16:00","2026-06-13 20:16:20","20","03-0000-0000","080-9372-4089","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","","","","","","","","","","","",""
"900275","S000DBCB3","2026-06-13 20:20:13","2026-06-13 20:21:46","93","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200275&result=OK:result=OK","08014701166","200:customer_id=200275&result=OK:result=OK","15:00～18:00","200:customer_id=200275&result=OK:result=OK","1","","","","",""
"900263","S000DBCA7","2026-06-13 20:20:22","2026-06-13 20:20:37","15","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900271","S000DBCAF","2026-06-13 20:44:07","2026-06-13 20:44:41","34","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
